"ID";"okres";"kraj";"zriadovatel";"druh_skoly";"jazyk";"typ_skoly";"nazov";"ulica";"obec";"PSC";"sur_x";"sur_y";"tel_predvobla";"tel_cislo";"tel_cislo2";"tel_cislo3";"fax_cislo";"email";"email2";"email3";"adresa_www";"kod_kodsko";"postih";"postih1_nazov";"postih2_nazov";"postih3_nazov";"postih4_nazov"
"1677";"Èadca";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Vychylovka 687";"Nová Bystrica";"02305";"19,0078";"49,3447";"041";"4397213";"4397112";;;"zsvychylovka@inMail.sk";;;;"037812815";;;;;
"1678";"Èadca";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Polgrúò 464";"Olešná";"02352";"18,6767";"49,4231";"041";"4346155";;;;"zsmsolesna@centrum.sk";;;;"037812343";;;;;
"1679";"Èadca";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ošèadnica 1374";"Ošèadnica";"02301";"18,883";"49,437";"041";"4382159";"0903822443";;;"zsoscadnica-nk@mail.t-com.sk";;;;"037812271";;;;;
"1680";"Èadca";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ústredie 760";"Ošèadnica";"02301";"18,8831";"49,4368";"041";"4382130";;;;"zsoscadnica_u@mail.t-com.sk";;;;"037811487";;;;;
"1682";"Èadca";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Podvysoká 307";"Podvysoká";"02357";"18,6699";"49,415";"041";"4346218";;;;"skola@zspodvysoka.edu.sk";;;;"037812122";"1";"vıvinové poruchy uèenia";;;
"1683";"Èadca";"ilinskı";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Radôstka 168";"Radôstka";"02304";"18,9422";"49,3279";"041";"4395164";;;;"skola@zsradostka.edu.sk";;;;"037812149";;;;;
"1684";"Èadca";"ilinskı";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirk. ZŠ J. Palárika";"Raková 705";"Raková";"02351";"18,734";"49,4427";"041";"4341569";;;;"czsrakova.kulla@post.sk";;;;"017060125";;;;;
"1685";"Èadca";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Raková è. 950";"Raková";"02351";"18,7339";"49,4427";"041";"4341513";;;;"zs950@centrum.sk";;;"www.zsrakova.sk";"017066867";;;;;
"1686";"Èadca";"ilinskı";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Trstená 475";"Raková";"02351";"18,734";"49,4427";"041";"4341521";;;;"zstrstena475@centrum.sk";;;"www.zstrstena475.edupage.org";"037812629";;;;;
"1687";"Èadca";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Kudlov 781";"Skalité";"02314";"18,898";"49,4974";"041";"4376159";;;;"skola@zskskalite.edu.sk";;;"www.zskskalite.edu.sk";"037812386";;;;;
"1688";"Èadca";"ilinskı";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Skalité è.729";"Skalité";"02314";"18,8981";"49,4974";"041";"4376101";;;"4376101";"ekonom@zsuskalite.edu.sk";;;;"030232228";;;;;
"1689";"Èadca";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Stará Bystrica 680";"Stará Bystrica";"02304";"18,9377";"49,3469";"041";"4327994";;"4327996";"4327994";"zs.starabystrica@mail.t-com.sk";;;;"037811444";;;;;
"1690";"Èadca";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Staškov 502";"Staškov";"02353";"18,6954";"49,4219";"041";"4346251";;;;"zsstaskov@centrum.sk";;;;"037812114";;;;;
"1691";"Èadca";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Svrèinovec 336";"Svrèinovec";"02312";"18,7921";"49,4811";"041";"4371521";;;;"zssvrcinovec@azet.sk";;;;"037812378";;;;;
"1692";"Èadca";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Bukovina 305";"Turzovka";"02354";"18,6347";"49,4008";"041";"4353858";;;"4352502";"zsturzovka305@zoznam.sk";;;;"037812467";;;;;
"1693";"Èadca";"ilinskı";"Cirkev, cirkevné spoloèenstvo";"Praktická škola internátna";"Slovenskı";"Špeciálna stredná škola";"Spojená škola - PŠ";"Jašíkova 219";"Turzovka";"02354";"18,6312";"49,4049";"041";"4352288";;;"4352476";"specialna.skola@centrum.sk";;;;"710167610";;;;;
"1694";"Èadca";"ilinskı";"Cirkev, cirkevné spoloèenstvo";"Špeciálna základná škola int.";"Slovenskı";"Špeciálna základná škola";"SŠ sv.Jozefa internátna";"Jašíkova 219";"Turzovka";"02354";"18,6313";"49,4049";"041";"4352288";;;"4352476";"specialna.skola@centrum.sk";"specialna.skola@centrum.sk";;;"030223423";"mentálny";;;;
"1695";"Èadca";"ilinskı";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"¼. Štúra 35";"Turzovka";"02354";"18,6278";"49,4058";"041";"4353633";;;;"gymtu@stonline.sk";;;"www.gturzovka.edu.sk";"000160849";;;;;
"1696";"Èadca";"ilinskı";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"M. R. Štefánika 355";"Turzovka";"02354";"18,6232";"49,4009";"041";"4352549";;;;"zusturzovka@zoznam.sk";;;;"037812211";;;;;
"1697";"Èadca";"ilinskı";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Stred 39";"Turzovka";"02354";"18,6233";"49,4046";"041";"4352631";;;"4352631";"specialnaskola.turzovka@post.sk";;;;"036134180";"mentálny";;;;
"1699";"Èadca";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Hornı Kelèov 658";"Vysoká nad Kysucou";"02355";"18,5483";"49,3804";"041";"4364372";;;;"zskelcov@post.sk";;;;"037812262";"1";"mentálny";;;
"1700";"Èadca";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Vysoká nad Kysucou 316";"Vysoká nad Kysucou";"02355";"18,548";"49,3803";"041";"4361126";;;"4361381";"skola@zsvyskys.edu.sk";;;;"042387299";;;;;
"1701";"Èadca";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Zákopèie è. 957";"Zákopèie";"02311";"18,7317";"49,4058";"041";"4344126";;;;"zszakopcie@centrum.sk";;;;"037812351";;;;;
"1702";"Èadca";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Zborov nad Bystricou 604";"Zborov nad Bystricou";"02303";"18,8852";"49,3807";"041";"4391390";;;"4391390";"zszborov@post.sk";;;;"037812165";;;;;
"1703";"Dolnı Kubín";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Dlhá nad Oravou 110";"Dlhá nad Oravou";"02755";"19,4468";"49,2665";"043";"5894211";;;"5823024";"zsdlha@centrum.sk";;;"www.zsdlha.szm.sk";"037810677";;;;;
"1704";"Dolnı Kubín";"ilinskı";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium P.O.Hviezdos.";"Hviezdoslavovo nám. 18";"Dolnı Kubín";"02624";"19,2983";"49,2066";"043";"5864785";"5865805";;"5865805";"skola@gympoh.edu.sk";"hacaj@gympoh.sk";;"www.gympoh.edu.sk";"000160571";;;;;
"1705";"Dolnı Kubín";"ilinskı";"Samosprávny kraj";"SOŠ polytechnická";"Slovenskı";"Stredná odborná škola";"SOŠ polytechnická";"Jelšavská 404";"Dolnı Kubín";"02601";"19,3115";"49,2387";"043";"5863139";;;"5863139";"zss@zssknazia.sk";;;"www.zssknazia.sk";"000891479";;;;;
"1706";"Dolnı Kubín";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Kohútov sad 4";"Dolnı Kubín";"02601";"19,2945";"49,2087";"043";"5862346";;;;"sekretariat@zsjmdk.edu.sk";;;"www.zsjmdk.sk";"037808699";"1";"mentálny";;;
"1707";"Dolnı Kubín";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Komenského 32";"Dolnı Kubín";"02601";"19,3184";"49,234";"043";"5863163";;;"5863163";"zs@zskomdk.edu.sk";"badanova@zskomdk.edu.sk";;"www.zskomdk.edu.sk";"037808761";;;;;
"1708";"Dolnı Kubín";"ilinskı";"Samosprávny kraj";"Stredná zdravotnícka škola";"Slovenskı";"Stredná odborná škola";"Stredná zdrav. škola";"M. Hattalu 2149";"Dolnı Kubín";"02601";"19,3057";"49,2169";"043";"5864813";"5862838";;"5862838";"takacpeter@szsdk.sk";;;"www.szsdk.sk";"000607045";;;;;
"1709";"Dolnı Kubín";"ilinskı";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Matuškova 1631";"Dolnı Kubín";"02601";"19,2989";"49,2052";"043";"5865412";;;"5865412";"zstp@orava.sk";;;;"037982583";"telesnı";;;;
"1710";"Dolnı Kubín";"ilinskı";"Krajskı úrad, Okresnı úrad";"ŠZŠ pre telesne postihnutıch";"Slovenskı";"Špeciálna základná škola";"Spojená škola";"Matuškova 1631";"Dolnı Kubín";"02601";"19,299";"49,2052";"043";"5865412";;;"5865412";"zstp@orava.sk";;;;"037982583";"syndróm autizmu";;;;
"1711";"Dolnı Kubín";"ilinskı";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Matúškova 5";"Dolnı Kubín";"02601";"19,2982";"49,2057";"043";"5862052";;;"5862052";"info@talentsforeurope.sk";;;"www.zuspmb.sk";"036132497";;;;;
"1712";"Dolnı Kubín";"ilinskı";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Námestie slobody 6";"Dolnı Kubín";"02601";"19,2873";"49,2101";"043";"5864137";;;;"zus.iballu@orava.sk";;;"www.zusiballu.sk";"037808800";;;;;
"1714";"Dolnı Kubín";"ilinskı";"Súkromník";"SOŠ podnikania";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ podnikania";"Nemocnièná 2";"Dolnı Kubín";"02601";"19,3037";"49,2109";"043";"5862938";;;"5862938";"szssdk@centrum.sk";;;;"037908057";;;;;
"1715";"Dolnı Kubín";"ilinskı";"Krajskı úrad, Okresnı úrad";"ZŠ pri zdravotníckom zariadení";"Slovenskı";"Špeciálna základná škola";"ZŠ s MŠ pri ZZ";"Nemocnièná 4";"Dolnı Kubín";"02601";"19,3022";"49,2138";"043";"5801365";;;"5801365";"zstp@orava.sk";;;;"710202032";"pri zdravotníckom zariadení";;;;
"1716";"Dolnı Kubín";"ilinskı";"Cirkev, cirkevné spoloèenstvo";"Základná škola";"Slovenskı";"Základná škola";"Cirkevná SŠ - ZŠ s MŠ";"Okruná 25";"Dolnı Kubín";"02601";"19,2828";"49,2119";"043";"5885287";;;"5885884";"radlinskeho@radlinskeho.sk";;;"www.zcsradlin.sk";"710227990";;;;;
"1717";"Dolnı Kubín";"ilinskı";"Cirkev, cirkevné spoloèenstvo";"Gymnázium";"Slovenskı";"Gymnázium";"Cirkevná SŠ - gymnázium";"Okruná 25";"Dolnı Kubín";"02601";"19,2829";"49,2119";"043";"5885287";;;"5885884";"radlinskeho@radlinskeho.sk";"lolo@radlinskeho.sk";;;"710261802";;;;;
"1718";"Dolnı Kubín";"ilinskı";"Samosprávny kraj";"SOŠ obchodu a sluieb";"Slovenskı";"Stredná odborná škola";"Stredná odborná škola";"Pelhøimovská 10";"Dolnı Kubín";"02680";"19,2831";"49,2094";"043";"5863164";"5862445";;"5862445";"skola@zssdk.edu.sk";;;"www.zssdk.edu.sk";"000158518";;;;;
"1719";"Dolnı Kubín";"ilinskı";"Samosprávny kraj";"Obchodná akadémia";"Slovenskı";"Stredná odborná škola";"Obchodná akadémia";"Radlinského 55";"Dolnı Kubín";"02636";"19,2933";"49,2124";"043";"5864801";"5862983";;"5862983";"oadk@nextra.sk";;;"www.oadk.edu.sk";"000162051";;;;;
"1720";"Dolnı Kubín";"ilinskı";"Súkromník";"Stredná odborná škola";"Slovenskı";"Stredná odborná škola";"Súkromná SOŠ";"SNP 14";"Dolnı Kubín";"02601";"19,2874";"49,2118";"043";"5863882";"5885263";;"5885263";"zastupca@ssousnpdk.edu.sk";;;;"042070902";;;;;
"1721";"Dolnı Kubín";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"SNP 36";"Dolnı Kubín";"02601";"19,2852";"49,2109";"043";"5862540";;;"5862960";"riaditelka@zsmkdk.edu.sk";;;"www.zsmkdk.sk";"037810669";;;;;
"1722";"Dolnı Kubín";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Ul. Martina Hattalu 2151";"Dolnı Kubín";"02601";"19,3057";"49,2176";"043";"5864468";;;"5832519";"skola@zshatadk.edu.sk";;;;"037808796";;;;;
"1723";"Dolnı Kubín";"ilinskı";"Súkromník";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Súkromná ZŠ s MŠ";"Ul. Obrancov mieru 1779";"Dolnı Kubín";"02601";"19,2959";"49,2115";"043";"5320613";;;;"info@skolajanos.sk";;;;"042058759";;;;;
"1724";"Dolnı Kubín";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Chlebnice 134";"Chlebnice";"02755";"19,4645";"49,2305";"043";"5894362";;;;"domananton@centrum.sk";;;"www.zschlebnice.eskola.sk";"037808770";;;;;
"1726";"Dolnı Kubín";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Ul. Školská è. 143";"Istebné";"02753";"19,2213";"49,2119";"043";"5891255";;;;"riaditelzs@istebne.sk";;;;"037810693";;;;;
"1727";"Dolnı Kubín";"ilinskı";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Krivá è. 136";"Krivá";"02755";"19,4815";"49,2832";"043";"5894301";;;;"zskriva@zskriva.edu.sk";;;;"710130371";;;;;
"1728";"Dolnı Kubín";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Malatiná 70";"Malatiná";"02601";"19,4314";"49,1871";"043";"5895168";;;;"skola@zsmalatina.edu.sk";;;"www.zsmalatina.edu.sk";"037813609";;;;;
"1729";"Dolnı Kubín";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Oravskı Podzámok è. 36";"Oravskı Podzámok";"02741";"19,358";"49,2612";"043";"5823721";;;;"zsopodzamok@post.sk";;;;"037808818";;;;;
"1731";"Dolnı Kubín";"ilinskı";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Pucov 112";"Pucov";"02601";"19,3792";"49,2187";"043";"5895177";;;;"spisakova@zspucov.edu.sk";;;;"710127744";;;;;
"1733";"Dolnı Kubín";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Stred 122";"Zázrivá";"02705";"19,1499";"49,2713";"043";"5896123";;;"5896123";"zszazriva@stonline.sk";;;"www.zszazriva.edu.sk";"042435048";;;;;
"1734";"Dolnı Kubín";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"aškov 219";"aškov";"02721";"19,2122";"49,1786";"043";"5892235";;;;"jurajjonak@post.cz";;;;"037813137";;;;;
"1735";"Kysucké Nové Mesto";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Hornı Vadièov 277";"Hornı Vadièov";"02345";"18,8806";"49,2658";"041";"4229255";;;;"skola@zshvadicov.edu.sk";;;;"037812581";;;;;
"1736";"Kysucké Nové Mesto";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Clementisova ulica è.616";"Kysucké Nové Mesto";"02401";"18,7813";"49,2969";"041";"4213319";;;"4220345";"skola@zsclemsnv.edu.sk";;;"www.zsclemsnv.edu.sk";"037813005";;;;;
"1737";"Kysucké Nové Mesto";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Dolinskı potok è.1114";"Kysucké Nové Mesto";"02401";"18,7698";"49,3062";"041";"4212556";;;;"skola@zssulkovknm.edu.sk";;;"www.zssulkovknm.edu.sk";"037812505";;;;;
"1738";"Kysucké Nové Mesto";"ilinskı";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Jesenského 2243";"Kysucké Nové Mesto";"02404";"18,7886";"49,3018";"041";"4220052";;;"4212574";"riaditel@gymknm.sk";;;"www.gymknm.sk";"000160652";;;;;
"1739";"Kysucké Nové Mesto";"ilinskı";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Lipová 622";"Kysucké Nové Mesto";"02401";"18,7798";"49,3001";"041";"4212072";;"4212958";"4386802";"szs.knm@post.sk";;;;"036134171";"mentálny";;;;
"1740";"Kysucké Nové Mesto";"ilinskı";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Lipová 622";"Kysucké Nové Mesto";"02401";"18,7799";"49,3001";"041";"4212072";;"4212958";"4386802";"szs.knm@post.sk";;;;"036134171";"syndróm autizmu";;;;
"1741";"Kysucké Nové Mesto";"ilinskı";"Krajskı úrad, Okresnı úrad";"Odborné uèilište internátne";"Slovenskı";"Špeciálna stredná škola";"Odborné uèilište inter.";"Murgašova 580";"Kysucké Nové Mesto";"02401";"18,7821";"49,3016";"041";"4213310";"4213317";;"4213317";"ou-knm@mail.t-com.sk";;;;"000593125";;;;;
"1742";"Kysucké Nové Mesto";"ilinskı";"Samosprávny kraj";"Stredná priemyselná škola";"Slovenskı";"Stredná odborná škola";"Spojená škola-SPŠ";"Nábrená 1325";"Kysucké Nové Mesto";"02401";"18,7902";"49,3014";"041";"4212792";"4207410";;"4212461";"skola@spsknm.sk";;;"www.spsknm.sk";"051906201";;;;;
"1743";"Kysucké Nové Mesto";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nábrená ulica è.845";"Kysucké Nové Mesto";"02401";"18,789";"49,3002";"041";"4212331";;;"4212331";"zs.nabrezna.knm@stonline.sk";;;"www.zsnabreznaknm.sk";"036142654";;;;;
"1744";"Kysucké Nové Mesto";"ilinskı";"Samosprávny kraj";"SOŠ strojnícka";"Slovenskı";"Stredná odborná škola";"SOŠ strojnícka";"Športová 1326";"Kysucké Nové Mesto";"02401";"18,777";"49,302";"041";"4212390";"4212178";;"4212134";"souknm@za.psg.sk";;;"www.souknm.sk";"017053722";;;;;
"1745";"Kysucké Nové Mesto";"ilinskı";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Štúrova ulica è.467";"Kysucké Nové Mesto";"02401";"18,7854";"49,305";"041";"4212106";;;;"zus.knm@stonline.sk";;;;"037812491";;;;;
"1746";"Kysucké Nové Mesto";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Kysuckı Lieskovec 208";"Kysuckı Lieskovec";"02334";"18,8115";"49,3375";"041";"4231491";"4231159";;"4231491";"zskyslieskovec@szm.sk";;;;"037812521";;;;;
"1747";"Kysucké Nové Mesto";"ilinskı";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Kysuckı Lieskovec 309";"Kysuckı Lieskovec";"02334";"18,8116";"49,3375";"041";"4231114";"0911308245";;"4231114";"zus.kl@mail.t-com.sk";;;"www.zuskysuckylieskovec.sk";"042064635";;;;;
"1748";"Kysucké Nové Mesto";"ilinskı";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola";"Lodno 67";"Lodno";"02334";"18,8683";"49,3349";"041";"4231756";;;"4231756";"zslodno@zoznam.sk";;;;"710058462";;;;;
"1749";"Kysucké Nové Mesto";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Nesluša 837";"Nesluša";"02341";"18,7445";"49,3127";"041";"4281124";;;;"sidlo@zsneslusa.edu.sk";;;;"037812548";;;;;
"1750";"Kysucké Nové Mesto";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Horná 19";"Ochodnica";"02335";"18,7926";"49,3482";"041";"4233129";;;;"zsochod@stonline.sk";;;;"037812068";;;;;
"1751";"Kysucké Nové Mesto";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Povina 323";"Povina";"02333";"18,8121";"49,3106";"041";"4211451";;;;"skola@zspovina.edu.sk";;;;"037812785";;;;;
"1752";"Kysucké Nové Mesto";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Rado¾a 326";"Rado¾a";"02336";"18,7942";"49,2907";"041";"4212443";;;;"riaditelstvo@zsradola.edu.sk";;;;"037812777";;;;;
"1753";"Kysucké Nové Mesto";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Rudina 443";"Rudina";"02331";"18,7436";"49,2872";"041";"4214524";"0911034091";"0902203342";;"silviadurcova@zoznam.sk";;"michelovaz@recover.sk";;"037812190";;;;;
"1754";"Kysucké Nové Mesto";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Rudinská 115";"Rudinská";"02331";"18,7198";"49,3144";"041";"4241203";;;;"zsrudinska@centrum.sk";;;;"037812483";;;;;
"1755";"Kysucké Nové Mesto";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Snenica 218";"Snenica";"02332";"18,7924";"49,2577";"041";"4224139";;;"4224139";"jasso@zssneznica.edu.sk";"jasso@zssneznica.sk";;"www.zssneznica.edu.sk";"037812301";;;;;
"1756";"Liptovskı Mikuláš";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Bobrovec 490";"Bobrovec";"03221";"19,6139";"49,1216";"044";"5596688";;;;"ekonom@zsbobrovec.sk";;;;"037810375";;;;;
"1757";"Liptovskı Mikuláš";"ilinskı";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Dúbrava 464";"Dúbrava";"03212";"19,4944";"49,0406";"044";"5593245";;;"5593245";"zsmsdubrava@centrum.sk";;;;"037814109";;;;;
"1759";"Liptovskı Mikuláš";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Hybe 140";"Hybe";"03231";"19,8289";"49,0446";"044";"5296126";;;;"zshybe@zshybe.edu.sk";;;"www.zshybe.edu.sk";"037810391";"1";"mentálny";;;
"1760";"Liptovskı Mikuláš";"ilinskı";"Krajskı úrad, Okresnı úrad";"ZŠ pre iakov s naruš.komun.i.";"Slovenskı";"Špeciálna základná škola";"ZŠ pre iakov s naruš.";"Jamník 42";"Jamník";"03301";"19,7091";"49,0728";"044";"5225343";"5222458";;"5222458";"zhintern@zsliptovjamnik.edu.sk";;;"www.zsliptovjamnik.edu.sk";"000163121";"narušená komunikácia (reèovı)";;;;
"1762";"Liptovskı Mikuláš";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola";"Kvaèany 227";"Kvaèany";"03223";"19,5435";"49,1685";"044";"5597308";;;"5623037";"zskvacany@centrum.sk";;;;"037813455";"1";"telesnı";;;
"1763";"Liptovskı Mikuláš";"ilinskı";"Obec";"ZŠ-roè.I. stupeò";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Liptovská Kokava 391";"Liptovská Kokava";"03244";"19,819";"49,0906";"044";"5297141";;;;"zslkokava@gmail.com";;;;"037810588";;;;;
"1764";"Liptovskı Mikuláš";"ilinskı";"Samosprávny kraj";"SOŠ elektrotechnická";"Slovenskı";"Stredná odborná škola";"SOŠ elektrotechnická";"Celiny 536";"Liptovskı Hrádok";"03315";"19,7323";"49,0391";"044";"5222072";"5222838";;"5222074";"skola@zsselh.sk";;;"www.zsselh.sk";"000893170";;;;;
"1765";"Liptovskı Mikuláš";"ilinskı";"Samosprávny kraj";"Gymnázium";"Slovenskı";"Gymnázium";"Gymnázium";"Hradná 23";"Liptovskı Hrádok";"03301";"19,7294";"49,0418";"044";"5222991";;;"5223391";"skola@gymlh.sk";;;"www.gymlh.sk";"000160661";;;;;
"1766";"Liptovskı Mikuláš";"ilinskı";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Hradná 336";"Liptovskı Hrádok";"03301";"19,7276";"49,0394";"044";"5222532";;;"5222532";"szs.lhradok@zoznam.sk";;;"www.liptovskyhradok.sk";"036134198";"mentálny";;;;
"1767";"Liptovskı Mikuláš";"ilinskı";"Krajskı úrad, Okresnı úrad";"Špeciálna základná škola";"Slovenskı";"Špeciálna základná škola";"Špec. základná škola";"Hradná 336";"Liptovskı Hrádok";"03301";"19,7277";"49,0394";"044";"5222532";;;"5222532";"szs.lhradok@zoznam.sk";;;"www.liptovskyhradok.sk";"036134198";"syndróm autizmu";;;;
"1768";"Liptovskı Mikuláš";"ilinskı";"Súkromník";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Súkromná ZUŠ";"Hradná 340";"Liptovskı Hrádok";"03301";"19,7286";"49,041";;"0915836148";;;"5525355";"szuslh@szuslh.sk";;;"www.szuslh.sk";"037811291";;;;;
"1769";"Liptovskı Mikuláš";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"Hradná 342";"Liptovskı Hrádok";"03301";"19,7287";"49,041";"044";"5222006";;;;"zshrlh@gmail.com";;;"www.zshradna.sk";"037910477";;;;;
"1770";"Liptovskı Mikuláš";"ilinskı";"Samosprávny kraj";"SOŠ lesnícka";"Slovenskı";"Stredná odborná škola";"SOŠ lesnícka J.D.M.";"Hradná 534";"Liptovskı Hrádok";"03301";"19,7254";"49,0384";"044";"5222005";"5221700";;"5221700";"slslhr@slslhr.sk";;;"www.slslhr.sk";"000162701";;;;;
"1771";"Liptovskı Mikuláš";"ilinskı";"Obec";"Základná škola";"Slovenskı";"Základná škola";"Základná škola s MŠ";"J. D. Matejovie 539";"Liptovskı Hrádok";"03301";"19,7223";"49,041";"044";"5222568";;;"5222061";"skola@zsmatlh.edu.sk";;;"www.zsmatlh.edu.sk";"037910485";;;;;
"1772";"Liptovskı Mikuláš";"ilinskı";"Obec";"Základná umelecká škola";"Nesleduje sa";"Základná umelecká škola";"Základná umelecká škola";"Partizánska 185";"Liptovskı Hrádok";"03301";"19,7175";"49,0345";"044";"5222535";;;;"zus.lh@stonline.sk";;;;"037906526";;;;;
"1773";"Liptovskı Mikuláš";"ilinskı";"Samosprávny kraj";"SOŠ drevárska";"Slovenskı";"Stredná odborná škola";"SOŠ drevárska";"Pod lipami 77";"Liptovskı Hrádok";"03301";"19,7248";"49,0354";"044";"5222530";"5280149";;"5221638";"soudlh@soudlh.sk";;;"www.soudlh.sk";"000891801";;;;;
